Labels,TC1,TC2,TC3,TC1,TC2,TC3
0,3.52126,4.67601,2.53807,-1.83545,3.81542,-0.0298231
5,-0.389263,0.251212,-0.780312,0.819986,1.79097,-1.41629
2,2.17459,1.97167,-0.110074,-0.130014,4.78358,3.26017
7,-3.44363,-3.39392,-1.85304,1.72101,-0.504542,-1.34067
6,4.65356,3.8852,-2.25791,2.16029,1.7676,4.15268
3,4.21753,3.63472,2.4912,-1.4404,-4.08203,-4.61399
5,-0.19832,0.156005,-1.04443,1.08346,-1.1539,-1.37164
6,1.54086,1.04336,-1.37192,1.02693,1.76904,5.62437
5,0.227691,0.161152,-1.48056,1.89526,0.726226,-2.97996
6,-2.26863,-1.88886,1.48357,-2.02139,2.97531,3.02369
6,3.71838,3.25699,-1.67627,1.54405,2.37547,5.68963
1,-1.46548,-1.16064,3.76726,-3.56985,3.82142,0.61256
2,-2.41232,-2.0618,3.47077,-3.68749,-1.85455,-0.120257
7,-1.71759,-1.89225,-1.57224,1.59155,2.01962,-1.51804
1,-4.70025,-4.14279,1.96162,-2.67953,0.355621,-0.154467
5,2.43442,2.35289,0.698067,-0.181618,-2.9017,-2.60328
7,-1.16702,-1.0131,-2.67478,2.62551,-2.46363,-1.1619
8,1.78435,0.586192,-0.908157,0.715254,-3.78263,1.94056
4,-0.913079,-1.35978,-2.26431,2.34777,-1.02616,0.41064
6,3.44289,3.16042,-1.43502,1.79395,-1.9232,3.37195
1,-4.73007,-4.17854,1.5219,-2.38571,-0.118424,-0.516377
6,-0.349585,-0.144592,0.312471,-0.59273,0.665904,3.39038
7,0.361464,-0.417542,-4.67682,4.68814,-1.46238,-2.52093
3,0.093254,0.204682,2.4782,-2.23677,-4.71768,-2.247
5,1.6127,1.67227,1.80994,-1.38051,-4.35169,-3.71146
9,-0.518579,-1.23074,-2.79494,3.02839,-0.311776,-2.43359
9,-2.26343,-2.29711,-2.4556,2.03308,-1.27264,-0.26321
0,3.07926,4.22173,2.55905,-1.76454,2.82427,-1.5982
0,3.27809,3.85562,0.0658889,0.56431,3.37601,-0.731418
5,-0.369193,-0.00709693,1.29311,-1.23641,-3.7735,-0.742398
9,-1.04444,-2.18287,-4.69367,4.30087,-0.871791,-0.173647
4,-2.74101,-2.86744,-1.61752,1.76159,1.30464,-0.882845
1,-3.96981,-3.50171,1.53025,-2.66012,0.198718,0.150696
0,6.43732,6.64185,1.20822,-0.315206,-3.42344,-1.81835
7,-2.74369,-2.60307,0.0159417,-0.154047,0.881999,-0.0167324
8,-1.80084,-1.85063,0.308196,-0.41502,-2.15206,-1.59923
5,1.01943,0.706526,-0.64767,1.08488,-3.9934,-2.90959
8,2.68027,2.06034,1.42189,-1.09889,-1.65262,0.654297
1,-4.5049,-4.1007,0.860043,-1.99922,-0.390195,-0.391233
1,-4.67467,-4.12968,2.01937,-2.65164,0.400335,-0.42109
7,0.146144,3.20516E-005,-1.81159,2.12221,4.12946,-1.43508
7,-1.14204,-1.18321,-0.899736,0.821537,0.606511,-0.870974
2,-1.07867,-0.670893,5.33854,-5.44741,-2.29014,0.487078
0,2.2576,2.51781,0.136917,0.0454934,5.83009,1.60604
7,-4.22909,-3.79371,1.1344,-1.81931,-0.951774,-1.10266
3,0.969035,1.209,3.00481,-2.34982,-4.42733,-4.12143
0,3.52631,4.16959,0.342092,0.244683,-0.755916,-2.55784
6,3.42603,3.01549,0.193589,0.0641486,-1.47534,3.70975
6,0.0135543,-0.267292,-0.148247,-0.250052,3.92793,4.77465
9,-2.21478,-2.38889,-3.49579,3.34235,0.857809,-0.68469
2,-1.36327,-1.13508,2.38781,-2.34833,-2.59887,-0.816585
9,-0.765054,-1.58589,-5.0696,4.64251,-1.11248,0.404026
4,0.549158,-0.559985,-2.57699,2.66428,-0.207352,1.83835
6,1.30133,1.19269,-1.0691,0.903661,0.519272,4.72141
1,-4.01875,-3.55696,2.86956,-3.23899,0.644218,-0.335264
2,-0.889349,-1.08481,-1.87778,1.59581,2.40273,2.20473
7,0.00956139,-0.692824,-3.9045,3.52845,-1.20505,-0.156486
7,-0.18478,-0.633125,-3.63962,3.63055,-3.44982,-2.65275
1,-3.911,-3.30988,1.2887,-2.26923,0.0130435,0.144132
7,-2.86978,-2.93618,-3.16512,3.0772,-1.47126,-2.14425
6,-1.2907,-0.755661,-0.302064,-0.345212,3.06012,4.26703
0,3.55804,4.58682,2.22592,-1.43206,2.06396,-0.527484
6,-0.0741441,0.715623,1.0104,-0.658548,0.468723,0.590202
2,-2.53414,-2.49272,1.90116,-2.07753,-3.02387,-1.12098
7,-1.63821,-1.68812,-3.82647,4.09192,1.57539,-0.9916
3,1.94599,1.48139,3.26673,-2.61698,-4.80403,-3.75057
8,-0.808189,-0.756377,2.4023,-2.37846,-2.75091,-0.515369
2,-0.0650354,0.171144,0.702643,-1.11261,1.06748,3.80188
6,-0.221703,-0.0595187,-0.762833,0.383127,-1.08978,2.9441
1,-3.58147,-3.48075,3.22418,-3.43138,2.12882,-0.127734
0,2.20903,2.62985,1.23469,-0.736064,-3.59454,-3.88859
9,-1.03051,-1.60235,-2.53632,2.38587,-3.0359,-1.45818
5,2.63403,2.54179,2.16959,-1.35921,-4.94725,-2.95001
3,-0.913889,-0.537596,1.78853,-1.77498,1.6958,-0.219049
9,0.559274,-0.639048,-3.59298,3.50944,-2.63141,0.83977
2,-0.0326776,-0.0832223,0.481658,-0.660972,0.202898,1.55654
7,1.31696,0.758288,-4.2085,4.40139,1.20476,-2.38061
3,1.68421,1.72386,1.10864,-1.01322,-3.10987,-0.215722
3,-2.03698,-1.45805,2.39961,-2.09333,-0.20357,-2.88175
4,-3.56554,-3.44383,-1.08712,0.741969,-0.65196,0.060692
7,-3.89945,-3.30263,1.35517,-1.56859,0.175782,-0.619611
4,-1.01483,-1.86585,-3.23847,3.08033,0.25831,1.1615
7,-0.994533,-1.29736,-4.06009,4.05626,0.328846,-1.8909
5,0.00465304,0.312621,-1.7953,1.97887,0.475948,-2.88639
0,3.07806,3.77387,1.09392,-0.580459,2.41688,2.02455
6,3.17509,3.18052,0.343805,-0.123909,0.364997,4.54376
2,-1.8159,-2.00381,0.155725,-0.975823,0.87694,3.31957
0,7.18891,7.1884,0.58437,0.42612,-2.49163,-2.38415
7,-2.79276,-2.58802,-2.31559,2.27608,-0.242952,-1.71828
3,0.399555,0.908313,3.65647,-3.12233,-3.15904,-2.31494
8,-1.51865,-1.93695,0.931657,-1.26785,-3.40261,-0.939948
7,-0.783939,-1.2738,-4.12842,4.12459,-0.229872,-2.64559
3,2.44111,2.6012,5.09559,-4.30481,-2.77786,-1.72661
3,2.72713,2.26555,1.6417,-1.31845,-4.40007,-0.683088
7,-1.37176,-1.60544,-3.48036,3.56685,2.72572,-0.61983
2,-1.63627,-1.34717,1.6366,-2.44773,-0.0636197,2.81178
0,4.68841,5.1346,0.783519,0.109237,-2.43832,-2.43475
0,4.70129,5.44734,1.77104,-0.93775,-0.102713,-1.19105
3,0.856359,0.93391,2.89304,-2.25766,-5.42673,-4.19154
9,-2.81229,-2.90966,-2.88836,2.67376,0.400364,0.110236
2,2.48096,2.4708,0.798327,-0.511783,0.921343,1.88748
8,0.104901,0.242508,0.444799,-0.0716862,2.26682,-0.171942
5,3.13205,3.39208,3.769,-2.72178,-3.16291,-2.49291
8,6.95205,5.45805,-1.51142,2.3486,-1.26589,-0.521649
4,-0.326131,-0.962618,-4.12197,3.98169,1.33816,1.52774
6,-0.343559,-0.432769,-0.575792,0.0660272,0.232876,4.02636
5,-0.201067,-0.0514998,-1.30497,1.20402,-2.04877,-1.33073
0,4.93415,5.06635,1.04474,-0.0345963,-3.1039,-3.43167
9,0.22059,-0.757529,-5.10742,4.9274,-1.61535,-0.668173
6,0.158897,0.461918,0.44917,-0.503983,-0.454825,2.26455
1,-4.41573,-3.88842,1.24778,-2.20253,-0.122806,-0.123645
6,-2.2741,-1.29737,1.74066,-2.12564,-0.0016606,0.274974
7,-2.28965,-2.44301,-3.45462,3.4481,-0.214851,-1.81123
2,0.617246,0.853999,1.74658,-1.60971,1.56607,0.944743
4,1.07662,0.855538,-4.48153,4.18365,2.93172,2.2197
7,-1.77318,-2.07884,-3.07984,2.61622,-0.104753,-0.143683
8,3.1711,2.38433,0.70662,-0.14675,-1.63187,1.08557
4,0.318036,-0.71697,-4.07211,4.06093,1.5539,0.945707
9,-2.41141,-2.38017,-2.74817,2.54712,-1.08919,-1.56484
3,0.849246,1.28031,2.61695,-2.18992,-3.04237,-1.52463
8,-0.331986,-0.169818,1.50936,-1.29998,3.88529,0.832355
1,-4.21779,-3.50304,2.13291,-2.7889,0.0523769,-0.064313
4,0.553024,0.116369,-3.32909,3.15834,0.728889,2.62903
3,-1.31641,-0.394417,3.40427,-3.17345,0.611958,-1.6517
8,-1.55641,-1.56271,0.240489,-0.435561,-0.621343,-0.969682
7,0.0661739,-0.664452,-4.25416,4.23396,-2.95824,-2.92169
6,3.39344,3.446,1.342,-0.952983,2.92987,3.88108
4,-3.26561,-2.79331,-0.87073,0.841375,0.828372,0.0472074
0,3.70067,3.2533,-1.24275,1.95532,-0.485898,0.516596
5,3.22377,3.579,0.630631,0.184566,1.67626,-0.583011
3,-2.48984,-2.31211,2.16468,-2.68276,-2.65662,-1.38047
0,3.7732,4.63693,1.29925,-0.478297,4.82174,-0.35362
7,-0.389495,-0.361002,-1.94463,1.93132,1.73907,-1.34629
0,5.17892,5.39216,0.709638,0.227746,5.51035,-0.198434
8,2.9219,3.35639,3.76555,-3.06211,-0.0408482,-0.366638
8,-0.294716,0.200181,2.6708,-2.67349,0.0200604,-0.433999
4,1.27078,-0.321897,-3.70436,3.91699,-2.68107,1.18465
6,-0.619988,-0.206866,-0.386074,-0.127256,2.57304,4.57397
3,-1.2228,-0.765662,2.65903,-2.57774,-1.22051,-2.51387
4,1.49432,0.962798,-4.16873,4.12019,1.76894,2.88379
6,0.626339,0.10078,-2.39229,1.83433,0.595135,4.80143
6,1.65394,1.55097,-0.397475,0.273218,0.364338,3.74814
4,0.511655,0.56225,-1.80069,1.86906,1.2672,1.45125
3,1.05751,1.38228,2.09754,-1.66853,-2.55791,-2.18569
4,-0.929987,-1.45087,-2.35595,2.25476,-1.59778,1.85402
6,-1.28509,-0.359424,1.01578,-1.1212,0.860779,1.66425
3,2.51758,3.13114,4.31357,-3.41351,-0.858474,-1.7879
6,-1.7846,-1.22674,1.56431,-2.09073,1.31764,2.74947
2,-0.988242,-0.708358,2.58838,-2.98682,0.764133,3.14633
0,4.15222,5.22601,1.59381,-0.731331,3.66474,-0.406558
8,0.157307,-0.586045,-0.889171,0.851784,-3.42452,-0.46723
0,2.19108,2.8748,0.295864,0.404194,2.07508,-0.639709
2,1.91084,1.66256,0.26677,-0.285103,1.73892,3.12731
1,-3.65133,-3.14139,3.74038,-4.01217,1.29166,0.399729
9,-3.41398,-2.90039,0.500186,-0.5514,1.22781,-0.25509
7,-0.15399,-0.62462,-3.47954,3.29932,-2.30757,-2.30713
9,-2.5842,-2.64682,-3.00233,2.73263,-0.715277,0.358952
2,2.69095,2.458,1.72578,-1.71825,-0.586071,2.46604
4,2.58888,1.19071,-3.33987,3.37233,-2.15582,2.27109
2,2.49652,2.61736,0.934343,-0.826664,3.9054,2.49142
5,-1.67189,-0.94226,0.24601,-0.37166,3.37312,0.26633
9,3.57336,2.61895,-2.97455,2.7769,-0.282799,1.68344
6,2.30947,2.41736,0.408405,-0.298993,-0.507575,3.2231
2,4.37699,3.73412,1.8029,-1.41318,4.3867,4.6284
9,-2.68287,-3.02039,-2.53891,2.27303,0.700523,0.0986355
2,1.59959,1.77339,0.688787,-0.601704,-0.548572,0.0687259
8,-1.10144,-1.81325,-2.45322,2.33764,-2.42074,-1.54334
1,-2.38373,-2.09811,0.403924,-1.20047,-1.72735,-0.034856
4,-1.61801,-2.21472,-3.15712,2.91858,-1.58147,0.743514
5,-2.21095,-1.34033,1.6678,-1.9505,3.12314,0.15326
7,-1.32296,-2.03593,-5.0688,5.03124,-0.648167,-2.62865
9,-0.00977044,-0.434333,-2.42537,2.52327,5.03033,1.1761
5,5.53014,5.26341,3.75946,-2.52107,-3.29638,-2.81958
3,3.39033,3.82049,3.03065,-2.34313,-1.03244,-0.700445
0,3.08198,3.30522,-0.523158,1.27221,4.8656,0.767678
7,2.5596,2.14225,-3.29038,3.51351,-2.20374,0.016253
7,1.64293,0.737777,-3.57637,4.10092,2.07601,-2.45325
1,-3.43021,-3.12955,0.265876,-1.2634,-1.1231,-0.114857
1,-4.63689,-4.07234,2.4965,-3.12165,0.884531,-1.1301
8,-3.13425,-2.61724,1.48519,-2.10901,-0.741048,-0.116661
7,-2.3663,-2.39748,-2.97161,2.66874,-1.72378,-1.19884
6,-3.8631,-3.61639,0.531079,-1.43934,3.30729,3.59527
1,-2.08519,-1.58173,1.44939,-1.53843,-1.02174,-2.44514
5,-1.53536,-1.20054,-2.08041,1.95084,-0.995915,-1.99271
4,0.612461,-0.561205,-4.72059,4.66208,-1.05697,1.42522
8,-0.889314,-0.724587,2.1881,-2.22387,2.79553,-0.0701062
4,-2.44689,-2.25399,-1.64475,1.50717,-1.72914,-0.180308
5,3.42458,3.48598,0.890074,0.0253602,-0.336772,-3.10801
3,-0.842829,-0.736192,1.299,-1.0918,-1.15775,-3.16233
9,-0.484971,-1.57555,-3.68768,3.50049,-3.44594,-0.384805
2,2.52903,2.20312,0.391801,-0.261689,4.27531,2.08008
6,0.116521,0.520462,1.29112,-1.30978,3.30165,3.1241
1,-4.71825,-4.23333,2.4961,-3.46484,0.479719,-0.422796
7,-3.05752,-2.86509,-0.965494,0.916002,-0.0389706,-1.05949
6,-1.05596,-0.548008,1.72411,-1.83431,1.40839,2.32499
2,-0.120655,0.743535,5.01927,-4.63743,-0.19202,-0.83139
1,-2.39664,-2.24356,3.39002,-3.50279,2.58196,0.569002
5,2.69018,2.31978,-1.04585,1.15351,-2.18923,0.913295
0,6.44706,7.03165,1.09484,-0.0537242,0.934003,-1.56185
4,-0.496231,-0.62279,-1.08907,1.26879,3.72809,2.08176
6,1.99662,2.16515,-0.409893,0.201779,4.79611,6.03712
8,-1.75012,-1.54257,1.89491,-2.17943,1.01318,-0.0738461
3,2.88675,2.99917,4.54632,-3.92974,0.0735403,-1.74237
9,-0.728176,-1.5206,-5.112,4.82916,0.0825332,-0.568436
7,-2.36489,-2.72435,-1.40339,1.38289,0.243123,-2.49887
0,2.17936,2.77588,1.39256,-1.13778,5.19418,0.162061
5,1.61572,1.69095,2.08757,-1.61271,-3.67602,-0.326122
8,1.0259,1.34029,0.739538,-0.322784,5.15099,0.89277
3,-2.59665,-2.03087,2.35343,-2.72939,-2.39292,-1.60478
4,0.927398,0.202303,-2.93408,2.96142,-1.87955,0.699497
4,0.125402,-0.895918,-5.14899,4.96111,-0.633515,0.493142
8,-0.0924935,-0.310535,2.58728,-2.58656,5.46335,0.472204
7,-0.742257,-0.585806,-2.2602,2.23106,0.356102,-1.11978
2,-2.3389,-2.26919,-0.187347,-0.240065,0.47041,1.35814
7,-1.02055,-1.24482,-1.90936,1.75193,0.572635,1.15597
7,-2.98033,-2.74667,-1.04817,0.730327,-1.36786,-1.54657
2,-0.710129,-1.40106,-3.26993,2.82481,2.01818,2.08222
9,-4.41153,-3.91128,0.491246,-0.873536,0.492262,-0.337642
1,-4.28473,-3.94701,0.966168,-2.1582,-0.817039,-0.530843
3,0.439651,0.258165,1.47885,-1.31764,-2.88942,0.0922059
1,-4.70598,-4.2751,1.79477,-2.50983,-0.273885,-1.29999
0,9.94565,10.4956,2.62594,-1.23072,2.93489,-0.38392
3,-1.98836,-1.71697,1.89574,-2.1185,-5.01751,-2.66716
3,-0.557348,-0.0879642,2.86771,-2.51561,1.10137,-1.91499
7,-2.16323,-2.92874,-4.03504,3.91494,-0.289565,-2.38469
7,-1.25607,-1.94887,-4.90787,4.85115,-1.35477,-2.09087
9,2.21649,0.975914,-4.9397,4.81198,-0.949052,1.0891
0,3.71486,4.52088,1.33852,-0.629457,0.582571,0.158073
7,-1.5899,-1.63256,-3.12507,2.8376,-1.03804,-1.49072
3,-2.82535,-2.43164,1.41378,-1.53579,-1.30513,-1.99243
0,5.51208,5.94127,0.787137,0.22143,1.92533,-2.409
4,0.310379,-0.450493,-3.91619,3.62077,2.26454,2.48835
1,-4.29852,-3.88264,1.02602,-2.18158,-0.54497,-0.434883
5,2.5154,2.90327,1.87751,-1.03089,2.63693,-1.6059
7,-3.1231,-2.92881,-0.806609,0.784691,0.662157,-1.61619
0,9.89716,9.47011,-0.541172,1.45311,2.70959,1.71811
3,-2.53315,-3.17411,-1.98012,1.73577,-2.85511,-0.941954
6,2.68007,3.44762,2.83911,-1.91853,0.916721,-0.169612
1,-4.66589,-4.21996,3.39262,-4.08798,1.38145,0.0652872
2,-0.325576,-0.0468947,-1.12007,1.20248,0.387059,1.54639
9,0.66846,-0.3275,-4.3017,4.41565,3.33633,0.156774
2,1.8942,2.73024,5.33763,-5.31917,2.68011,4.03183
0,2.85801,3.734,2.4191,-1.70873,-1.76634,-2.05472
6,-3.14716,-2.87454,1.78232,-2.3531,0.0465737,0.483208
2,-0.478579,-0.000039542,4.19453,-4.32548,1.36828,3.12836
1,-3.09605,-3.25641,-0.378371,-0.505976,-2.31474,-1.2003
4,-0.979466,-1.23323,-2.56028,2.34371,0.547413,2.25515
4,2.49341,1.34847,-3.13271,3.25104,-1.83209,2.08448
8,-0.447334,-0.441725,1.52839,-1.6517,-3.01535,-0.813516
0,7.33071,7.70329,0.0804411,1.01814,1.72422,-1.79981
7,-1.97885,-2.33286,-3.99728,3.89809,-2.37793,-2.51018
1,-4.20356,-3.8259,1.27037,-2.0411,0.0818755,-0.979061
8,-2.4025,-2.19062,-0.428109,0.263201,-0.153422,-1.29777
8,0.357384,-0.313534,-1.67419,1.33923,1.90058,-0.993492
6,-1.19124,-0.970172,-0.369697,0.140624,-0.260697,1.91518
5,1.10985,1.31926,2.32097,-1.6504,-3.65392,-3.88736
8,-0.742107,-0.981425,-0.884638,0.949288,1.36046,0.802771
7,-0.317746,-1.08407,-3.70447,3.97107,2.14864,-2.60358
5,1.65119,1.98874,1.32579,-0.755172,-2.80567,-2.16774
9,0.275234,-0.871429,-5.46785,5.45107,-0.211219,-0.262181
1,-4.62441,-4.2234,3.18664,-3.70502,1.46836,0.288615
9,1.18987,0.408852,-4.83126,4.548,1.7275,0.53601
4,-0.967211,-1.29657,-2.18815,2.29131,1.8692,1.88014
5,1.82816,1.88157,1.16452,-0.619609,-3.07124,-1.06935
3,0.0696903,-0.934837,-2.25358,2.27164,-2.18965,-2.81035
1,-4.49607,-4.01039,0.664962,-1.62295,-0.820109,-0.8209
3,5.33315,5.66214,4.9739,-3.51041,-1.72426,-3.12096
7,-0.0948717,-0.695242,-2.66139,2.66793,-3.34446,-1.28599
1,-2.26825,-1.77402,0.799611,-1.47195,-1.78286,0.123688
2,-1.28677,-0.773405,0.464714,-0.735842,0.875881,1.29776
5,-0.137048,0.0590249,-0.0968358,-0.00364077,-2.55648,-1.70093
7,0.969397,0.333759,-5.50292,5.83084,0.610431,-2.2194
9,-0.528734,-1.6218,-3.89021,3.71091,-3.24909,0.464565
5,-1.32801,-0.618521,2.02109,-1.93582,1.41999,-1.37351
7,-2.21428,-2.8092,-2.26559,1.56923,-1.37024,0.259228
1,-4.61344,-4.16264,2.12088,-3.23939,0.906461,0.460671
8,-0.221446,-0.0910266,1.97044,-1.91656,5.0708,1.1719
1,-4.51486,-4.04713,1.37361,-2.31828,-0.11625,-0.467172
7,-2.27316,-3.07454,-1.94589,1.90724,-0.108437,-3.03757
4,-1.12548,-1.43418,-3.15894,3.27821,0.58504,0.614478
6,-2.86426,-2.31651,1.15652,-1.82529,1.11877,1.74813
8,-3.32433,-2.86072,2.63809,-2.85107,1.05236,-0.0562515
0,3.48078,3.67691,-0.244238,0.733933,-1.60604,-2.05728
9,-0.822716,-1.81615,-4.89296,4.79087,0.0736088,-1.50315
9,-0.187161,-0.885079,-2.3719,2.59929,-4.4794,-1.49234
1,-3.84763,-3.44439,0.667503,-1.68139,-1.06062,-0.276247
0,4.11616,4.72064,2.35562,-1.66406,-1.75531,-1.65929
1,-3.5675,-3.23348,2.98463,-3.53571,1.90884,0.74624
1,-3.6463,-3.21188,3.20088,-3.53092,0.996619,0.441064
9,2.67817,1.66443,-0.909362,1.259,-4.65169,-2.23925
8,2.60882,2.83746,3.03258,-2.10518,-3.35524,-1.36796
5,-1.05125,-0.654028,-1.34822,1.33195,-0.674056,-1.47147
7,-0.976463,-1.73712,-3.18956,3.41338,2.66989,-2.01928
3,5.32248,4.8836,2.1595,-1.07781,-3.25888,-4.02933
3,-0.570815,-0.0426617,2.10835,-1.90354,-1.77676,-0.989127
5,3.24041,2.58798,0.0140935,0.586684,-5.99217,-1.26926
2,1.71853,1.83727,1.0535,-0.571408,0.793719,0.580043
4,0.966087,-0.25664,-3.42405,3.47346,-1.67784,2.18367
7,-2.01242,-2.11039,-1.41227,1.52316,0.0180703,-1.94534
8,-1.75956,-2.03715,1.62873,-1.97547,-3.95481,-1.70814
6,3.73416,3.02612,1.22321,-1.31879,0.213459,5.47651
3,0.946389,1.38306,3.94662,-3.36217,-0.199904,-2.72079
1,-4.70534,-4.18696,1.99893,-2.49857,0.00893385,-0.38821
2,-1.63357,-1.17292,3.34554,-3.13213,-1.27811,-0.455964
7,-1.52967,-2.32569,-4.88495,4.86458,-1.49387,-2.81031
6,0.928025,1.08126,-0.877631,0.578455,3.44918,4.50771
4,-2.64793,-2.3982,0.0706302,-0.286439,2.06217,1.46468
2,-0.331809,0.103444,4.56339,-4.88064,1.5069,3.37324
4,-0.101818,-0.630231,-2.67242,2.78988,0.88033,0.323936
8,0.983205,1.31478,2.84068,-2.49354,4.24648,0.0102285
7,-1.67357,-2.4816,-4.20957,4.0754,-3.5515,-2.31785
9,-2.52899,-2.53604,-1.52139,1.42039,-2.08702,-1.48745
4,3.49857,2.07193,-5.17494,4.74032,1.73847,3.59665
1,-3.91366,-3.73684,2.7908,-3.04488,2.07597,0.522248
1,-4.80964,-4.42889,2.24386,-3.29685,0.182517,-0.544533
4,-1.31426,-1.56354,-3.2183,3.09947,-1.218,0.576087
5,0.440496,0.649236,0.465934,-0.208819,-2.91158,-1.78393
8,-0.293183,-0.217215,0.992217,-1.14822,2.14494,0.979428
7,0.697522,-0.0834321,-3.36277,3.41693,-4.71427,-2.57475
6,-1.25832,-1.03061,0.00725687,-0.358567,0.974063,3.46632
1,-3.52735,-3.54156,1.12191,-2.13606,-0.663501,-0.363714
9,-2.76159,-3.01341,-3.00588,2.81462,0.212424,-0.943176
7,-1.84096,-1.94307,-0.604785,0.348897,2.4159,1.24184
9,-3.60601,-3.24725,1.22737,-1.43279,0.09466,-1.13392
9,-2.52024,-3.03892,-2.83965,2.36571,-2.29752,-0.307985
9,-0.424846,-1.42559,-3.97641,3.6905,-2.82533,0.365302
9,-2.45406,-2.35928,-2.90143,2.79059,1.28558,-0.447378
1,-3.50327,-3.54537,2.36497,-2.59262,2.21504,0.25862
4,-0.12378,-0.670631,-3.62513,3.36889,3.84508,2.64953
0,4.87953,5.67966,1.24407,-0.466775,4.49343,0.370179
0,9.70926,8.95823,-0.023619,1.18576,-0.344191,-0.609551
3,1.73707,1.95269,3.59539,-2.7539,-2.86084,-2.03095
1,-4.09291,-3.62632,3.66649,-4.07954,1.01619,0.0256963
3,0.0198156,-0.258617,0.882182,-0.665672,-3.9908,-2.95642
1,-4.03723,-3.48078,4.20908,-4.90134,1.57383,0.23274
7,-2.19282,-2.44911,-0.827741,0.253846,-2.02971,-0.411181
4,-3.13873,-2.85321,-0.96545,0.708732,-0.536616,0.740607
7,-0.310432,-0.840315,-3.50996,3.67337,1.18501,-1.47282
6,-0.676503,-0.0271414,0.337532,-0.415376,1.49069,2.74971
4,-1.45628,-1.47993,-1.2712,1.20782,-1.97846,0.534252
5,-2.41692,-1.54822,-0.0871393,-0.247395,1.37013,0.351141
4,1.75586,0.392875,-3.51755,3.51067,-1.19557,1.99349
1,-4.24255,-3.56953,1.31772,-2.16242,-0.408128,-0.284712
3,0.665461,1.37839,4.52469,-3.98927,-1.23919,-1.19548
6,-1.47266,-0.947094,0.160657,-0.662112,0.36369,2.79634
8,1.59279,1.3155,0.44373,-0.498635,-0.498262,-0.159606
6,1.9507,1.85386,-0.382318,0.526467,0.707389,3.51851
9,0.914654,-0.101408,-2.91545,2.66984,-2.40184,1.47402
0,5.8151,6.27923,3.31124,-2.30479,-3.50199,-3.20597
1,-4.73597,-4.24614,2.68277,-3.59638,0.694672,0.1846
8,-2.18913,-1.61999,1.5587,-1.64041,-0.0134904,-0.537298
5,-1.56526,-1.15756,1.2137,-1.59151,-1.25916,0.535432
5,1.80199,2.21112,2.71023,-1.94933,-2.01457,-2.94918
4,-2.05087,-2.68126,-2.40632,1.81315,-2.05087,0.111147
5,3.49363,3.49204,3.13081,-2.42468,-4.46395,-1.4516
2,-0.294929,0.633835,5.18127,-5.24649,-1.47429,0.341102
4,-0.168313,-0.93827,-3.67815,3.65798,-1.83768,1.2152
6,4.66351,3.44276,-1.17287,1.30034,-1.38398,4.79647
2,-0.319117,-0.19593,0.349133,-0.509625,4.4256,1.33862
0,5.24367,5.52554,1.93984,-1.05527,-2.5455,-1.81392
7,-0.635687,-0.399488,-2.6448,2.73704,-1.53654,-0.748763
9,0.922432,1.04341,0.782503,-0.490044,-2.28344,-1.58376
6,0.0155711,0.503339,0.445472,-0.587141,4.6052,3.47095
1,-4.15846,-3.97277,0.773601,-1.97994,-0.799155,-0.657944
0,6.9661,7.17043,1.14307,-0.191676,-2.86422,-2.3091
1,-3.80479,-3.37798,2.75512,-3.05691,0.655105,-0.152386
4,-0.673847,-1.04506,-3.63747,3.38448,-0.305066,1.71667
1,-3.96241,-3.3206,3.62991,-4.09142,0.808674,-0.000609525
7,-0.728619,-1.24254,-2.3893,2.42869,-3.88609,-1.65359
4,0.778163,-0.179651,-4.70704,4.85642,-1.32241,-0.237382
4,-0.327509,-0.92039,-3.78151,3.59609,2.45852,2.13236
2,-2.88623,-2.46367,0.609043,-1.30334,0.27891,1.64995
0,1.1661,1.79852,-1.38659,1.39317,3.62772,1.18109
8,3.90109,2.27052,-2.98096,2.96046,-3.68656,1.82864
1,-4.62025,-4.39503,2.03561,-3.18541,0.394772,0.478417
1,-3.37697,-3.04974,0.321224,-1.19555,-1.67109,-0.293453
9,-3.2286,-3.01059,-1.34885,1.04625,-1.6173,-0.944782
5,3.64175,3.60507,3.11624,-2.24139,-3.02092,0.4096
7,-3.98759,-3.49417,-0.0828765,-0.0243953,1.04267,-1.2378
5,0.320854,0.129099,-0.290645,0.680627,-4.48642,-3.93958
5,-1.00321,-0.408325,1.20138,-1.06533,-2.81769,-1.24491
3,3.43668,3.56801,5.74443,-4.97117,-2.37236,-2.13956
1,-3.37599,-2.98203,4.46714,-4.59522,2.68783,0.292996
8,-1.4956,-0.915709,2.02746,-2.07655,-1.16308,-0.94458
4,0.373317,-0.727829,-4.74951,4.5445,-2.24608,0.820356
3,1.63486,1.8829,4.11376,-3.34809,-0.857572,-2.31307
1,-3.28934,-2.78885,0.165544,-0.987732,-1.40923,-0.357497
5,3.67757,3.92971,3.29044,-2.28282,-2.57854,-2.41193
4,-1.22026,-1.54105,-2.91885,2.78527,-0.890123,1.47864
6,0.660981,0.789285,0.658437,-0.841201,3.38293,5.28422
1,-3.14445,-3.18912,0.517441,-1.59051,-1.13745,-0.214887
7,-0.808781,-1.17435,-1.981,2.03632,0.71319,-1.04197
1,-4.26688,-3.71267,1.36151,-2.36281,-0.0499312,-0.207193
5,2.08302,2.21869,2.39808,-1.74091,-4.41632,-2.74827
